Date,Price,Open,High,Low,Vol.,Change %
5/25/2020,50457.00,50783.00,51191.00,50212.00,1630000.00,0.00
5/26/2020,51028.00,50620.00,51273.00,50538.00,1260000.00,0.01
5/27/2020,51028.00,51600.00,52743.00,51028.00,2630000.00,0.00
5/28/2020,51273.00,51763.00,51763.00,50946.00,957000.00,0.00
5/29/2020,51191.00,51273.00,51355.00,50783.00,837700.00,0.00
6/1/2020,51518.00,51191.00,52008.00,51191.00,1290000.00,0.01
6/2/2020,52171.00,51926.00,53722.00,51763.00,5030000.00,0.01
6/3/2020,52253.00,52661.00,52661.00,51926.00,899600.00,0.00
6/4/2020,51844.00,52743.00,52743.00,51681.00,1830000.00,-0.01
6/5/2020,51060.00,51060.00,51304.00,50655.00,2190000.00,-0.02
6/8/2020,51385.00,51385.00,52195.00,50898.00,2110000.00,0.01
6/9/2020,51060.00,51466.00,52033.00,50817.00,1940000.00,-0.01
6/10/2020,50979.00,50979.00,51060.00,50655.00,1450000.00,0.00
6/11/2020,47413.00,51304.00,51952.00,47413.00,3160000.00,-0.07
6/12/2020,47413.00,46198.00,47575.00,46198.00,3650000.00,0.00
6/15/2020,45711.00,47413.00,47737.00,44820.00,3120000.00,-0.04
6/16/2020,46684.00,46522.00,46846.00,45792.00,1790000.00,0.02
6/17/2020,46603.00,47008.00,47170.00,46117.00,1390000.00,0.00
6/18/2020,46198.00,46198.00,46522.00,45306.00,1110000.00,-0.01
6/19/2020,46198.00,46684.00,46765.00,46198.00,2900000.00,0.00
6/22/2020,47251.00,46603.00,47413.00,46603.00,1950000.00,0.02
6/23/2020,47332.00,47008.00,48224.00,47008.00,1740000.00,0.00
6/24/2020,46360.00,47332.00,47656.00,45792.00,1120000.00,-0.02
6/25/2020,45954.00,45873.00,46198.00,45549.00,1850000.00,-0.01
6/26/2020,45711.00,45954.00,46927.00,45711.00,689960.00,-0.01
6/29/2020,44658.00,45711.00,45711.00,43685.00,2060000.00,-0.02
6/30/2020,43847.00,45306.00,45468.00,43766.00,1650000.00,-0.02
7/1/2020,44982.00,44090.00,45468.00,43766.00,1160000.00,0.03
7/2/2020,46360.00,45387.00,46684.00,44982.00,1310000.00,0.03
7/3/2020,46360.00,46360.00,46927.00,45954.00,839920.00,0.00
7/6/2020,46684.00,46360.00,47008.00,46279.00,1030000.00,0.01
7/7/2020,46198.00,46927.00,47332.00,46198.00,1150000.00,-0.01
7/8/2020,46198.00,46198.00,46603.00,46198.00,560600.00,0.00
7/9/2020,46522.00,46279.00,46765.00,46117.00,1320000.00,0.01
7/10/2020,46117.00,46522.00,46684.00,45387.00,677880.00,-0.01
7/13/2020,45873.00,46198.00,46603.00,45792.00,669500.00,-0.01
7/14/2020,45387.00,45711.00,45873.00,45144.00,1120000.00,-0.01
7/15/2020,45144.00,45792.00,45954.00,45144.00,1500000.00,-0.01
7/16/2020,46198.00,45387.00,46198.00,44982.00,1170000.00,0.02
7/17/2020,45549.00,45954.00,46035.00,45387.00,911530.00,-0.01
7/20/2020,44577.00,45387.00,45387.00,44577.00,1130000.00,-0.02
7/21/2020,44333.00,44577.00,45063.00,44009.00,2010000.00,-0.01
