Date,Price,Open,High,Low,Vol.,Change %
6/17/2021,30739.30,29278.40,31287.10,29278.40,16710000.00,0.02
6/18/2021,30739.30,31348.00,31348.00,30495.80,12110000.00,0.00
6/21/2021,29826.30,30495.80,30739.30,29765.40,19480000.00,-0.03
6/22/2021,30130.60,30374.10,30374.10,29887.10,14040000.00,0.01
6/23/2021,30374.10,30130.60,30921.90,29948.00,14970000.00,0.01
6/24/2021,30556.70,30435.00,30739.30,30252.40,11490000.00,0.01
6/25/2021,32687.10,30739.30,32687.10,30678.40,36780000.00,0.07
6/28/2021,32808.90,33356.70,33356.70,32382.80,14970000.00,0.00
6/29/2021,33235.00,32808.90,33965.40,32626.30,16200000.00,0.01
6/30/2021,33478.50,32930.60,33661.10,32869.80,18050000.00,0.01
7/1/2021,35000.20,34087.20,35426.30,33721.90,21320000.00,0.05
7/2/2021,35243.70,35243.70,35913.30,34695.90,19680000.00,0.01
7/5/2021,34391.50,34878.50,35061.10,33356.70,29180000.00,-0.02
7/6/2021,32017.60,34391.50,35182.80,32017.60,25770000.00,-0.07
7/7/2021,33174.10,32261.10,33174.10,30739.30,28660000.00,0.04
7/8/2021,33113.20,33356.70,33782.80,32565.40,16010000.00,0.00
7/9/2021,32017.60,32687.10,33478.50,31713.20,21190000.00,-0.03
7/12/2021,30130.60,31348.00,31956.70,29795.80,37140000.00,-0.06
7/13/2021,31530.60,30678.40,31530.60,29978.40,19360000.00,0.05
7/14/2021,31043.70,31530.60,31713.20,29856.70,18680000.00,-0.02
7/15/2021,32687.10,30435.00,32687.10,30435.00,21140000.00,0.05
7/16/2021,32139.30,32687.10,32808.90,32078.50,16780000.00,-0.02
7/19/2021,30008.90,31043.70,31530.60,30008.90,25740000.00,-0.07
7/20/2021,32078.50,30495.80,32078.50,29704.50,23770000.00,0.07
7/21/2021,31348.00,32017.60,32261.10,31287.10,14770000.00,-0.02
7/22/2021,31774.10,31165.40,32261.10,31104.50,15540000.00,0.01
7/23/2021,30800.20,31530.60,31895.80,30800.20,19080000.00,-0.03
7/26/2021,30921.90,30800.20,31408.90,30435.00,15080000.00,0.00
7/27/2021,31652.40,31530.60,32504.50,31408.90,22950000.00,0.02
7/28/2021,31895.80,31591.50,32261.10,31530.60,10920000.00,0.01
7/29/2021,32869.80,32261.10,32869.80,32078.50,20140000.00,0.03
7/30/2021,33235.00,32869.80,33478.50,32626.30,23560000.00,0.01
8/2/2021,33478.50,32930.60,33843.70,32869.80,23930000.00,0.01
8/3/2021,34391.50,33356.70,34391.50,33174.10,28180000.00,0.03
8/4/2021,34574.10,34878.50,34878.50,34208.90,18550000.00,0.01
8/5/2021,35000.20,34269.80,35182.80,34148.00,18970000.00,0.01
8/6/2021,34330.60,34817.60,35121.90,34330.60,25520000.00,-0.02
8/9/2021,36095.90,34148.00,36643.70,34148.00,35440000.00,0.05
8/10/2021,36156.70,36643.70,36704.60,35913.30,19520000.00,0.00
8/11/2021,35121.90,36339.30,36400.20,35121.90,27470000.00,-0.03
8/12/2021,35121.90,34939.30,35852.40,34939.30,21190000.00,0.00
8/13/2021,35913.30,35304.60,36339.30,35121.90,33360000.00,0.02
8/16/2021,37800.20,37313.30,38043.70,37069.80,26290000.00,0.05
8/17/2021,37313.30,37617.60,37861.10,37008.90,20140000.00,-0.01
